-,60,_
3617,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1267,force_strike:0,skill_1:1053,skill_2:634,skill_3:0,team_buff:0,s1_poison:344,s2_boost:317
2127,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:916,force_strike:0,skill_1:764,skill_2:446,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,60,rd
3836,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1225,force_strike:0,skill_1:1171,skill_2:704,skill_3:0,team_buff:0,s1_poison:382,s2_boost:352
2239,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:888,force_strike:0,skill_1:852,skill_2:497,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,60,krd
4219,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1347,force_strike:0,skill_1:1288,skill_2:774,skill_3:0,team_buff:0,s1_poison:421,s2_boost:387
2462,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:977,force_strike:0,skill_1:938,skill_2:546,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,60,rb
3608,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1152,force_strike:0,skill_1:1101,skill_2:663,skill_3:0,team_buff:0,s1_poison:360,s2_boost:331
2099,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:833,force_strike:0,skill_1:799,skill_2:466,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,60,krb
3969,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1267,force_strike:0,skill_1:1212,skill_2:729,skill_3:0,team_buff:0,s1_poison:396,s2_boost:364
2309,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:916,force_strike:0,skill_1:879,skill_2:513,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,60,db
3495,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1225,force_strike:0,skill_1:1018,skill_2:612,skill_3:0,team_buff:0,s1_poison:332,s2_boost:306
2062,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:888,force_strike:0,skill_1:741,skill_2:432,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,60,kdb
3845,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1347,force_strike:0,skill_1:1120,skill_2:673,skill_3:0,team_buff:0,s1_poison:366,s2_boost:336
2269,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:977,force_strike:0,skill_1:815,skill_2:475,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,60,rdb
3836,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1225,force_strike:0,skill_1:1171,skill_2:704,skill_3:0,team_buff:0,s1_poison:382,s2_boost:352
2239,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:888,force_strike:0,skill_1:852,skill_2:497,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,60,krdb
4219,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1347,force_strike:0,skill_1:1288,skill_2:774,skill_3:0,team_buff:0,s1_poison:421,s2_boost:387
2462,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:977,force_strike:0,skill_1:938,skill_2:546,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,120,_
3298,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1182,force_strike:0,skill_1:1074,skill_2:484,skill_3:0,team_buff:0,s1_poison:321,s2_boost:235
1967,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:850,force_strike:0,skill_1:775,skill_2:342,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,120,k
3628,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1300,force_strike:0,skill_1:1182,skill_2:532,skill_3:0,team_buff:0,s1_poison:353,s2_boost:259
2164,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:935,force_strike:0,skill_1:852,skill_2:376,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,120,r
3616,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1182,force_strike:0,skill_1:1236,skill_2:556,skill_3:0,team_buff:0,s1_poison:369,s2_boost:271
2135,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:850,force_strike:0,skill_1:891,skill_2:393,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,120,kr
3977,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1300,force_strike:0,skill_1:1359,skill_2:612,skill_3:0,team_buff:0,s1_poison:406,s2_boost:298
2349,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:935,force_strike:0,skill_1:980,skill_2:433,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,120,d
3504,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1257,force_strike:0,skill_1:1142,skill_2:513,skill_3:0,team_buff:0,s1_poison:341,s2_boost:250
2097,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:906,force_strike:0,skill_1:826,skill_2:364,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,120,kd
3855,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1382,force_strike:0,skill_1:1256,skill_2:565,skill_3:0,team_buff:0,s1_poison:375,s2_boost:275
2307,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:997,force_strike:0,skill_1:908,skill_2:400,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,120,b
3298,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1182,force_strike:0,skill_1:1074,skill_2:484,skill_3:0,team_buff:0,s1_poison:321,s2_boost:235
1967,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:850,force_strike:0,skill_1:775,skill_2:342,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,120,kb
3628,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1300,force_strike:0,skill_1:1182,skill_2:532,skill_3:0,team_buff:0,s1_poison:353,s2_boost:259
2164,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:935,force_strike:0,skill_1:852,skill_2:376,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,120,rd
3842,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1257,force_strike:0,skill_1:1313,skill_2:590,skill_3:0,team_buff:0,s1_poison:392,s2_boost:287
2275,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:906,force_strike:0,skill_1:950,skill_2:419,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,120,krd
4226,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1382,force_strike:0,skill_1:1444,skill_2:649,skill_3:0,team_buff:0,s1_poison:432,s2_boost:316
2503,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:997,force_strike:0,skill_1:1045,skill_2:461,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,120,rb
3616,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1182,force_strike:0,skill_1:1236,skill_2:556,skill_3:0,team_buff:0,s1_poison:369,s2_boost:271
2135,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:850,force_strike:0,skill_1:891,skill_2:393,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,120,krb
3977,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1300,force_strike:0,skill_1:1359,skill_2:612,skill_3:0,team_buff:0,s1_poison:406,s2_boost:298
2349,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:935,force_strike:0,skill_1:980,skill_2:433,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,120,db
3504,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1257,force_strike:0,skill_1:1142,skill_2:513,skill_3:0,team_buff:0,s1_poison:341,s2_boost:250
2097,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:906,force_strike:0,skill_1:826,skill_2:364,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,120,kdb
3855,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1382,force_strike:0,skill_1:1256,skill_2:565,skill_3:0,team_buff:0,s1_poison:375,s2_boost:275
2307,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:997,force_strike:0,skill_1:908,skill_2:400,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,120,rdb
3842,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1257,force_strike:0,skill_1:1313,skill_2:590,skill_3:0,team_buff:0,s1_poison:392,s2_boost:287
2275,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:906,force_strike:0,skill_1:950,skill_2:419,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,120,krdb
4226,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1382,force_strike:0,skill_1:1444,skill_2:649,skill_3:0,team_buff:0,s1_poison:432,s2_boost:316
2503,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:997,force_strike:0,skill_1:1045,skill_2:461,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,180,_
3257,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1154,force_strike:0,skill_1:1076,skill_2:513,skill_3:0,team_buff:0,s1_poison:285,s2_boost:227
1999,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:841,force_strike:0,skill_1:789,skill_2:368,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,180,k
3582,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1270,force_strike:0,skill_1:1183,skill_2:564,skill_3:0,team_buff:0,s1_poison:313,s2_boost:250
2199,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:925,force_strike:0,skill_1:868,skill_2:405,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,180,r
3572,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1154,force_strike:0,skill_1:1237,skill_2:590,skill_3:0,team_buff:0,s1_poison:328,s2_boost:261
2173,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:841,force_strike:0,skill_1:907,skill_2:424,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,180,kr
3929,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1270,force_strike:0,skill_1:1361,skill_2:649,skill_3:0,team_buff:0,s1_poison:360,s2_boost:287
2390,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:925,force_strike:0,skill_1:998,skill_2:466,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,180,d
3460,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1227,force_strike:0,skill_1:1143,skill_2:544,skill_3:0,team_buff:0,s1_poison:303,s2_boost:241
2131,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:897,force_strike:0,skill_1:841,skill_2:392,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,180,kd
3806,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1350,force_strike:0,skill_1:1258,skill_2:599,skill_3:0,team_buff:0,s1_poison:333,s2_boost:265
2344,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:987,force_strike:0,skill_1:925,skill_2:431,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,180,b
3257,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1154,force_strike:0,skill_1:1076,skill_2:513,skill_3:0,team_buff:0,s1_poison:285,s2_boost:227
1999,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:841,force_strike:0,skill_1:789,skill_2:368,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,180,kb
3582,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1270,force_strike:0,skill_1:1183,skill_2:564,skill_3:0,team_buff:0,s1_poison:313,s2_boost:250
2199,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:925,force_strike:0,skill_1:868,skill_2:405,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,180,rd
3795,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1227,force_strike:0,skill_1:1315,skill_2:626,skill_3:0,team_buff:0,s1_poison:348,s2_boost:277
2316,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:897,force_strike:0,skill_1:967,skill_2:451,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,180,krd
4175,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1350,force_strike:0,skill_1:1447,skill_2:688,skill_3:0,team_buff:0,s1_poison:383,s2_boost:305
2548,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:987,force_strike:0,skill_1:1064,skill_2:496,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,180,rb
3572,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1154,force_strike:0,skill_1:1237,skill_2:590,skill_3:0,team_buff:0,s1_poison:328,s2_boost:261
2173,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:841,force_strike:0,skill_1:907,skill_2:424,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,180,krb
3929,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1270,force_strike:0,skill_1:1361,skill_2:649,skill_3:0,team_buff:0,s1_poison:360,s2_boost:287
2390,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:925,force_strike:0,skill_1:998,skill_2:466,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,180,db
3460,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1227,force_strike:0,skill_1:1143,skill_2:544,skill_3:0,team_buff:0,s1_poison:303,s2_boost:241
2131,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:897,force_strike:0,skill_1:841,skill_2:392,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,180,kdb
3806,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1350,force_strike:0,skill_1:1258,skill_2:599,skill_3:0,team_buff:0,s1_poison:333,s2_boost:265
2344,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:987,force_strike:0,skill_1:925,skill_2:431,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,180,rdb
3795,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1227,force_strike:0,skill_1:1315,skill_2:626,skill_3:0,team_buff:0,s1_poison:348,s2_boost:277
2316,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:897,force_strike:0,skill_1:967,skill_2:451,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,180,krdb
4175,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1350,force_strike:0,skill_1:1447,skill_2:688,skill_3:0,team_buff:0,s1_poison:383,s2_boost:305
2548,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:987,force_strike:0,skill_1:1064,skill_2:496,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
